model,alg,workers,time,date,sccs,ustates,utrans,tstates,ttrans,initstates,selfloop,claimdead,claimfound,claimsuccess
Li40Lo50,ufscc,2,10.920,2015-09-01.10:13:52,1600,4000000,15800000,4495669,17769316,1,0,7894367,4187826,4356236
Li50Lo40,ufscc,2,11.020,2015-09-01.10:14:03,2500,4000000,15840000,4523790,17924426,1,0,7849007,4424375,4107430
Li67Lo30,ufscc,2,10.430,2015-09-01.10:14:14,4489,4040100,16039800,4174713,16563779,1,0,7999776,4115461,4122332
Li80Lo25,ufscc,2,9.950,2015-09-01.10:14:24,6400,4000000,15900000,4006738,15926954,1,0,7893849,4010394,4003071
L100L100T4,ufscc,4,1.830,2015-09-01.10:14:26,31,316231,938492,365369,1123574,1,0,322696,350878,335329
L10L10T10,ufscc,4,1.810,2015-09-01.10:14:28,2047,247687,742940,273327,821810,1,0,248596,261175,263879
L15L15T10,ufscc,4,2.100,2015-09-01.10:14:30,2047,524032,1571840,651213,1998452,1,0,529121,568989,612088
L1750L1750T0,ufscc,4,3.880,2015-09-01.10:14:34,1,3066001,6132002,3301465,6602934,1,0,0,3127928,3259865
L1750L1750T1,ufscc,4,15.900,2015-09-01.10:14:50,3,9198003,24528008,14744943,42738948,1,0,8871488,11255472,13285706
L20L20T12,ufscc,4,4.210,2015-09-01.10:14:54,8191,3612231,10836252,3917346,12054462,1,0,3610387,3770383,3767208
L350L350T4,ufscc,4,5.570,2015-09-01.10:15:00,31,3819231,11334492,4894736,14915598,1,0,3988977,4324287,4501260
L4L4T16,ufscc,4,5.130,2015-09-01.10:15:05,131071,3276775,9830300,4230846,13027136,1,0,3261685,3931649,3792888
L80L80T8,ufscc,4,4.080,2015-09-01.10:15:09,511,3352671,10051452,3642406,11191324,1,0,3374085,3559295,3446576
Li100Lo20,ufscc,4,6.160,2015-09-01.10:15:16,10000,4000000,15920000,4283656,17048243,1,0,7973618,4130217,4184470
Li10Lo200,ufscc,4,7.010,2015-09-01.10:15:23,100,4000000,15200000,5250148,19895278,1,0,7220354,4400180,4849223
Li125Lo16,ufscc,4,6.840,2015-09-01.10:15:30,15625,4000000,15936000,5096006,20306298,1,0,8671999,4579340,4898914
Li16Lo125,ufscc,4,5.940,2015-09-01.10:15:36,256,4000000,15500000,4148656,16077821,1,0,7556386,4072213,4106157
Li200Lo10,ufscc,4,6.580,2015-09-01.10:15:43,40000,4000000,15960000,5013930,20014157,1,0,8109617,4501110,4547069
Li20Lo100,ufscc,4,6.460,2015-09-01.10:15:49,400,4000000,15600000,4499469,17558232,1,0,7653724,4088940,4418527
Li25Lo80,ufscc,4,6.550,2015-09-01.10:15:56,625,4000000,15680000,4537071,17776115,1,0,7694710,4255756,4290211
Li30Lo67,ufscc,4,6.930,2015-09-01.10:16:03,900,4040100,15891060,5115729,20133851,1,0,8107484,4520197,4861719
Li40Lo50,ufscc,4,6.960,2015-09-01.10:16:10,1600,4000000,15800000,5169127,20425793,1,0,8320390,4591724,4888913
Li50Lo40,ufscc,4,6.570,2015-09-01.10:16:17,2500,4000000,15840000,4773640,18876983,1,0,7878717,4104390,4696599
Li67Lo30,ufscc,4,7.040,2015-09-01.10:16:24,4489,4040100,16039800,5277877,20969646,1,0,8256441,4528853,4900088
Li80Lo25,ufscc,4,7.680,2015-09-01.10:16:32,6400,4000000,15900000,5654003,22493319,1,0,8466328,4691687,5200373
L100L100T4,ufscc,6,1.750,2015-09-01.10:16:34,31,316231,938492,408844,1273894,1,0,346089,352623,378523
L10L10T10,ufscc,6,1.620,2015-09-01.10:16:35,2047,247687,742940,273831,834288,1,0,249979,263695,261584
L15L15T10,ufscc,6,1.810,2015-09-01.10:16:37,2047,524032,1571840,607197,1833292,1,0,534940,561660,582202
L1750L1750T0,ufscc,6,3.230,2015-09-01.10:16:41,1,3066001,6132002,3508923,7017852,1,0,0,3118345,3478002
L1750L1750T1,ufscc,6,7.870,2015-09-01.10:16:49,3,9198003,24528008,11760411,32057324,1,0,6535292,9830995,11536458
L20L20T12,ufscc,6,3.830,2015-09-01.10:16:53,8191,3612231,10836252,4477207,13576206,1,0,3769409,3931233,4265135
L350L350T4,ufscc,6,4.180,2015-09-01.10:16:57,31,3819231,11334492,4753384,14334688,1,0,3867663,4213614,4459409
L4L4T16,ufscc,6,4.120,2015-09-01.10:17:01,131071,3276775,9830300,4772248,14519710,1,0,3683822,4145443,4397610
L80L80T8,ufscc,6,3.580,2015-09-01.10:17:05,511,3352671,10051452,3952690,12244450,1,0,3502645,3670960,3633297
Li100Lo20,ufscc,6,5.140,2015-09-01.10:17:10,10000,4000000,15920000,5047223,20091818,1,0,8181786,4449944,4632136
Li10Lo200,ufscc,6,4.950,2015-09-01.10:17:15,100,4000000,15200000,4718773,17975140,1,0,7278433,4199965,4521862
Li125Lo16,ufscc,6,5.690,2015-09-01.10:17:21,15625,4000000,15936000,5825998,23223404,1,0,8522675,4697128,5419423
Li16Lo125,ufscc,6,5.360,2015-09-01.10:17:27,256,4000000,15500000,5364662,20829691,1,0,7961653,4547243,4832976
Li200Lo10,ufscc,6,6.040,2015-09-01.10:17:33,40000,4000000,15960000,5887755,23494900,1,0,8678719,4948420,5215031
Li20Lo100,ufscc,6,5.170,2015-09-01.10:17:38,400,4000000,15600000,5051783,19699691,1,0,7962793,4327403,4895173
Li25Lo80,ufscc,6,5.420,2015-09-01.10:17:44,625,4000000,15680000,5237644,20557658,1,0,8179144,4533642,4898056
Li30Lo67,ufscc,6,4.820,2015-09-01.10:17:49,900,4040100,15891060,4677221,18404325,1,0,7903587,4193914,4564443
Li40Lo50,ufscc,6,4.750,2015-09-01.10:17:53,1600,4000000,15800000,4638928,18336398,1,0,7908357,4284018,4378657
Li50Lo40,ufscc,6,5.560,2015-09-01.10:17:59,2500,4000000,15840000,5655452,22426607,1,0,8815824,4792940,5292056
Li67Lo30,ufscc,6,5.540,2015-09-01.10:18:05,4489,4040100,16039800,5788382,22962003,1,0,8437548,4438308,5570886
Li80Lo25,ufscc,6,5.030,2015-09-01.10:18:10,6400,4000000,15900000,4861138,19332016,1,0,8155221,4322850,4609623
L100L100T4,ufscc,8,1.680,2015-09-01.10:18:12,31,316231,938492,422750,1328206,1,0,341964,369248,377120
L10L10T10,ufscc,8,1.810,2015-09-01.10:18:14,2047,247687,742940,352392,1078360,1,0,277060,292302,320745
L15L15T10,ufscc,8,1.830,2015-09-01.10:18:16,2047,524032,1571840,679000,2063312,1,0,537136,578968,639817
L1750L1750T0,ufscc,8,3.300,2015-09-01.10:18:19,1,3066001,6132002,4105556,8211120,1,0,0,3347028,4003293
L1750L1750T1,ufscc,8,6.190,2015-09-01.10:18:26,3,9198003,24528008,11099535,29672868,1,0,6432749,9871493,10798735
L20L20T12,ufscc,8,3.110,2015-09-01.10:18:29,8191,3612231,10836252,4070912,12360242,1,0,3659661,3816513,3900365
L350L350T4,ufscc,8,3.640,2015-09-01.10:18:33,31,3819231,11334492,5083263,15434880,1,0,4171138,4569931,4507079
L4L4T16,ufscc,8,3.120,2015-09-01.10:18:36,131071,3276775,9830300,3993737,12116512,1,0,3271153,3675811,3822094
L80L80T8,ufscc,8,3.050,2015-09-01.10:18:39,511,3352671,10051452,3853822,11706816,1,0,3414921,3581295,3682662
Li100Lo20,ufscc,8,4.810,2015-09-01.10:18:44,10000,4000000,15920000,5665901,22556479,1,0,8300011,4696342,5183991
Li10Lo200,ufscc,8,4.570,2015-09-01.10:18:49,100,4000000,15200000,5432920,20724230,1,0,7565049,4679052,4888841
Li125Lo16,ufscc,8,4.640,2015-09-01.10:18:53,15625,4000000,15936000,5438226,21666420,1,0,8467424,4599789,4955396
Li16Lo125,ufscc,8,4.340,2015-09-01.10:18:58,256,4000000,15500000,5077903,19705558,1,0,7707539,4366400,4734777
Li200Lo10,ufscc,8,5.260,2015-09-01.10:19:03,40000,4000000,15960000,6481848,25862271,1,0,9164859,5034532,5825798
Li20Lo100,ufscc,8,4.510,2015-09-01.10:19:08,400,4000000,15600000,5248386,20491881,1,0,7921452,4515574,4858872
Li25Lo80,ufscc,8,4.870,2015-09-01.10:19:13,625,4000000,15680000,5497258,21547609,1,0,8291759,4555859,5008188
Li30Lo67,ufscc,8,4.690,2015-09-01.10:19:18,900,4040100,15891060,5277255,20763532,1,0,8214247,4470431,5066819
Li40Lo50,ufscc,8,4.450,2015-09-01.10:19:23,1600,4000000,15800000,5302023,20946134,1,0,8296469,4654934,4789631
Li50Lo40,ufscc,8,4.770,2015-09-01.10:19:28,2500,4000000,15840000,5443596,21568425,1,0,8371736,4784341,4960665
Li67Lo30,ufscc,8,4.730,2015-09-01.10:19:32,4489,4040100,16039800,5475371,21737077,1,0,8311359,4592395,5053028
Li80Lo25,ufscc,8,5.250,2015-09-01.10:19:38,6400,4000000,15900000,6178432,24564846,1,0,8971417,4711997,5712947
L100L100T4,ufscc,12,0.910,2015-09-01.10:19:39,31,316231,938492,400282,1235550,1,0,327216,341848,385741
L10L10T10,ufscc,12,0.920,2015-09-01.10:19:40,2047,247687,742940,338110,1036594,1,0,266053,283487,313914
L15L15T10,ufscc,12,1.000,2015-09-01.10:19:41,2047,524032,1571840,653450,1995202,1,0,545109,571997,614036
L1750L1750T0,ufscc,12,2.070,2015-09-01.10:19:43,1,3066001,6132002,4003642,8007296,1,0,0,3404890,3852677
L1750L1750T1,ufscc,12,5.440,2015-09-01.10:19:49,3,9198003,24528008,11543092,32231600,1,0,6704939,9781885,11241293
L20L20T12,ufscc,12,2.320,2015-09-01.10:19:52,8191,3612231,10836252,4381963,13239030,1,0,3746089,3938521,4121989
L350L350T4,ufscc,12,2.860,2015-09-01.10:19:55,31,3819231,11334492,5186760,16483404,1,0,4310334,4451794,4599104
L4L4T16,ufscc,12,3.080,2015-09-01.10:19:58,131071,3276775,9830300,5600955,16978200,1,0,3589455,4378000,5075413
L80L80T8,ufscc,12,2.270,2015-09-01.10:20:00,511,3352671,10051452,4464794,13501108,1,0,3604345,3773548,4195579
Li100Lo20,ufscc,12,4.410,2015-09-01.10:20:05,10000,4000000,15920000,6653029,26487085,1,0,8924692,5050652,5923477
Li10Lo200,ufscc,12,3.850,2015-09-01.10:20:09,100,4000000,15200000,5905698,22290042,1,0,7723250,4634688,5393986
Li125Lo16,ufscc,12,4.730,2015-09-01.10:20:14,15625,4000000,15936000,6863303,27347726,1,0,9071496,5004599,6195511
Li16Lo125,ufscc,12,4.060,2015-09-01.10:20:18,256,4000000,15500000,6027925,23406526,1,0,8214718,4662928,5447593
Li200Lo10,ufscc,12,5.250,2015-09-01.10:20:24,40000,4000000,15960000,8239310,32882985,1,0,9856276,5749964,7371408
Li20Lo100,ufscc,12,3.580,2015-09-01.10:20:27,400,4000000,15600000,5509199,21539139,1,0,8041859,4608394,5073770
Li25Lo80,ufscc,12,3.740,2015-09-01.10:20:31,625,4000000,15680000,5487901,21550431,1,0,8276850,4449371,5194745
Li30Lo67,ufscc,12,3.960,2015-09-01.10:20:35,900,4040100,15891060,6069190,23919374,1,0,8904133,4846114,5697481
Li40Lo50,ufscc,12,3.990,2015-09-01.10:20:39,1600,4000000,15800000,6015992,23775367,1,0,8392643,4797232,5262774
Li50Lo40,ufscc,12,4.030,2015-09-01.10:20:44,2500,4000000,15840000,6067547,24026582,1,0,8840565,4876070,5681288
Li67Lo30,ufscc,12,4.380,2015-09-01.10:20:48,4489,4040100,16039800,6536222,25965979,1,0,9204295,4887099,6061230
Li80Lo25,ufscc,12,4.370,2015-09-01.10:20:53,6400,4000000,15900000,6486388,25787655,1,0,8849876,4946958,5729514
L100L100T4,ufscc,16,0.940,2015-09-01.10:20:54,31,316231,938492,424630,1293796,1,0,329695,352976,397673
L10L10T10,ufscc,16,0.980,2015-09-01.10:20:55,2047,247687,742940,414956,1272512,1,0,287878,316178,367690
L15L15T10,ufscc,16,1.020,2015-09-01.10:20:56,2047,524032,1571840,733548,2227020,1,0,573982,608585,674262
L1750L1750T0,ufscc,16,2.130,2015-09-01.10:20:59,1,3066001,6132002,3995457,7990930,1,0,0,3359574,3809432
L1750L1750T1,ufscc,16,4.760,2015-09-01.10:21:04,3,9198003,24528008,12889643,35184884,1,0,7101922,10594548,12444385
L20L20T12,ufscc,16,2.370,2015-09-01.10:21:06,8191,3612231,10836252,5827665,18009334,1,0,4036636,4295237,5273672
L350L350T4,ufscc,16,2.140,2015-09-01.10:21:09,31,3819231,11334492,4730691,14324630,1,0,3917329,4100254,4560874
L4L4T16,ufscc,16,2.650,2015-09-01.10:21:11,131071,3276775,9830300,6012639,18321076,1,0,3725993,4519527,5385407
L80L80T8,ufscc,16,1.880,2015-09-01.10:21:14,511,3352671,10051452,4278445,13041412,1,0,3509469,3664902,4006269
Li100Lo20,ufscc,16,4.230,2015-09-01.10:21:18,10000,4000000,15920000,7360380,29297428,1,0,9258330,5198479,6455715
Li10Lo200,ufscc,16,3.370,2015-09-01.10:21:21,100,4000000,15200000,6376821,24315384,1,0,8113196,4791367,5894029
Li125Lo16,ufscc,16,4.540,2015-09-01.10:21:26,15625,4000000,15936000,8124943,32378110,1,0,10027391,5499490,6873228
Li16Lo125,ufscc,16,3.480,2015-09-01.10:21:30,256,4000000,15500000,6664216,25844732,1,0,8829117,5092210,5928847
Li200Lo10,ufscc,16,4.870,2015-09-01.10:21:35,40000,4000000,15960000,8986937,35863250,1,0,10067561,5686584,7621815
Li20Lo100,ufscc,16,3.450,2015-09-01.10:21:39,400,4000000,15600000,6494274,25360749,1,0,8700848,4826240,5794763
Li25Lo80,ufscc,16,3.630,2015-09-01.10:21:42,625,4000000,15680000,6367616,25020528,1,0,8630811,4810219,5856536
Li30Lo67,ufscc,16,3.760,2015-09-01.10:21:46,900,4040100,15891060,6548730,25748294,1,0,9043630,4865199,6002938
Li40Lo50,ufscc,16,4.050,2015-09-01.10:21:51,1600,4000000,15800000,7530110,29777710,1,0,9143446,5063851,6401263
Li50Lo40,ufscc,16,3.940,2015-09-01.10:21:55,2500,4000000,15840000,6707571,26566449,1,0,9089669,4923148,6155285
Li67Lo30,ufscc,16,3.880,2015-09-01.10:21:59,4489,4040100,16039800,6770776,26888337,1,0,8994739,5080511,6105116
Li80Lo25,ufscc,16,4.220,2015-09-01.10:22:03,6400,4000000,15900000,8180452,32529213,1,0,9700852,5449307,7075267
L100L100T4,ufscc,24,0.650,2015-09-01.10:22:04,31,316231,938492,438247,1342232,1,0,341950,356379,414637
L10L10T10,ufscc,24,0.750,2015-09-01.10:22:05,2047,247687,742940,430723,1325766,1,0,294961,317955,382604
L15L15T10,ufscc,24,0.780,2015-09-01.10:22:06,2047,524032,1571840,819468,2521142,1,0,604943,642090,727946
L1750L1750T0,ufscc,24,1.520,2015-09-01.10:22:08,1,3066001,6132002,4048412,8096848,1,0,0,3305027,3897850
L1750L1750T1,ufscc,24,3.260,2015-09-01.10:22:11,3,9198003,24528008,11912984,32930722,1,0,6765259,10039219,11504206
L20L20T12,ufscc,24,1.740,2015-09-01.10:22:13,8191,3612231,10836252,5909438,18287048,1,0,4036668,4458306,5155754
L350L350T4,ufscc,24,1.650,2015-09-01.10:22:15,31,3819231,11334492,5378084,16406306,1,0,3995650,4220531,4755359
L4L4T16,ufscc,24,2.220,2015-09-01.10:22:18,131071,3276775,9830300,6614377,20139266,1,0,4170716,4733391,6029458
L80L80T8,ufscc,24,1.360,2015-09-01.10:22:19,511,3352671,10051452,4462404,13637336,1,0,3597686,3712169,4208195
Li100Lo20,ufscc,24,3.590,2015-09-01.10:22:23,10000,4000000,15920000,8728277,34749936,1,0,10255743,5788088,7438856
Li10Lo200,ufscc,24,2.750,2015-09-01.10:22:26,100,4000000,15200000,7054903,27043018,1,0,8349583,5017655,6199434
Li125Lo16,ufscc,24,3.940,2015-09-01.10:22:30,15625,4000000,15936000,9362250,37307980,1,0,10124606,5985281,7843619
Li16Lo125,ufscc,24,2.830,2015-09-01.10:22:34,256,4000000,15500000,6876707,26678628,1,0,8598289,4910255,6142597
Li200Lo10,ufscc,24,4.860,2015-09-01.10:22:39,40000,4000000,15960000,11551722,46104346,1,0,12185500,6649105,9620921
Li20Lo100,ufscc,24,2.940,2015-09-01.10:22:42,400,4000000,15600000,7364093,28734182,1,0,8859617,5285538,6531236
Li25Lo80,ufscc,24,2.980,2015-09-01.10:22:45,625,4000000,15680000,7221276,28373894,1,0,9065297,5122387,6411009
Li30Lo67,ufscc,24,3.080,2015-09-01.10:22:48,900,4040100,15891060,7099116,27937773,1,0,8996243,5092750,6328091
Li40Lo50,ufscc,24,3.240,2015-09-01.10:22:52,1600,4000000,15800000,8014918,31698522,1,0,9882330,5431143,6838004
Li50Lo40,ufscc,24,3.560,2015-09-01.10:22:56,2500,4000000,15840000,8544728,33870625,1,0,10500528,5745695,7484336
Li67Lo30,ufscc,24,3.650,2015-09-01.10:23:00,4489,4040100,16039800,8111461,32212741,1,0,9501576,5512813,7007589
Li80Lo25,ufscc,24,3.640,2015-09-01.10:23:04,6400,4000000,15900000,8203034,32611758,1,0,9852234,5566018,7177298
L100L100T4,ufscc,32,0.560,2015-09-01.10:23:05,31,316231,938492,471979,1464380,1,0,359935,368762,441614
L10L10T10,ufscc,32,0.600,2015-09-01.10:23:06,2047,247687,742940,467039,1446632,1,0,305305,333003,409687
L15L15T10,ufscc,32,0.640,2015-09-01.10:23:07,2047,524032,1571840,892039,2767236,1,0,622476,659578,794817
L1750L1750T0,ufscc,32,1.330,2015-09-01.10:23:09,1,3066001,6132002,4598767,9197566,1,0,0,3537786,4373292
L1750L1750T1,ufscc,32,2.700,2015-09-01.10:23:12,3,9198003,24528008,13088257,36650732,1,0,7358570,10405560,12591338
L20L20T12,ufscc,32,1.220,2015-09-01.10:23:13,8191,3612231,10836252,5452981,16871992,1,0,4054740,4315223,4894132
L350L350T4,ufscc,32,1.260,2015-09-01.10:23:15,31,3819231,11334492,5517105,17067076,1,0,4230209,4330645,5238926
L4L4T16,ufscc,32,1.900,2015-09-01.10:23:17,131071,3276775,9830300,8307887,25323378,1,0,4595793,5495944,7273538
L80L80T8,ufscc,32,1.120,2015-09-01.10:23:19,511,3352671,10051452,4980422,15602022,1,0,3715410,3871499,4444483
Li100Lo20,ufscc,32,3.430,2015-09-01.10:23:23,10000,4000000,15920000,10595065,42181210,1,0,11054356,6323263,8741712
Li10Lo200,ufscc,32,1.880,2015-09-01.10:23:25,100,4000000,15200000,6696810,25534153,1,0,8435126,4877790,6245456
Li125Lo16,ufscc,32,3.310,2015-09-01.10:23:29,15625,4000000,15936000,10966761,43702861,1,0,11797825,6440744,9169774
Li16Lo125,ufscc,32,1.960,2015-09-01.10:23:31,256,4000000,15500000,7084200,27473970,1,0,8582404,5083146,6507138
Li200Lo10,ufscc,32,3.770,2015-09-01.10:23:35,40000,4000000,15960000,12744332,50862715,1,0,13095537,6922171,10566272
Li20Lo100,ufscc,32,2.210,2015-09-01.10:23:38,400,4000000,15600000,7720744,30132249,1,0,9065985,5334040,6881133
Li25Lo80,ufscc,32,2.280,2015-09-01.10:23:40,625,4000000,15680000,7878728,30872292,1,0,9368014,5375822,7053136
Li30Lo67,ufscc,32,2.500,2015-09-01.10:23:43,900,4040100,15891060,8476216,33383900,1,0,9506586,5594404,7284964
Li40Lo50,ufscc,32,2.660,2015-09-01.10:23:46,1600,4000000,15800000,8997347,35578370,1,0,10421432,5821988,7898632
Li50Lo40,ufscc,32,2.710,2015-09-01.10:23:50,2500,4000000,15840000,8847385,35071963,1,0,10163511,5768971,7757071
Li67Lo30,ufscc,32,2.860,2015-09-01.10:23:53,4489,4040100,16039800,9441730,37520121,1,0,10956670,5887786,7844072
Li80Lo25,ufscc,32,3.040,2015-09-01.10:23:56,6400,4000000,15900000,9844197,39142771,1,0,10749349,6079750,8432040
L100L100T4,ufscc,48,0.440,2015-09-01.10:23:57,31,316231,938492,515020,1606932,1,0,380851,381342,480306
L10L10T10,ufscc,48,0.460,2015-09-01.10:23:58,2047,247687,742940,492994,1549982,1,0,316094,339078,426441
L15L15T10,ufscc,48,0.500,2015-09-01.10:23:59,2047,524032,1571840,920078,2873020,1,0,616869,678771,803931
